Name,Platform,Genre,Critic_Score,User_Score,Rating
Karaoke Revolution,PS2,Misc,83.0,9.1,E
Metal Arms: Glitch in the System,PS2,Shooter,81.0,8.9,T
EverGrace,PS2,Role-Playing,59.0,7.8,T
Enemy Territory: Quake Wars,PS3,Shooter,60.0,6.4,T
Lunar 2: Eternal Blue Complete,PS,Role-Playing,86.0,8.9,T
MLB 06: The Show,PSP,Sports,83.0,8.5,E
Over the Hedge,GC,Platform,61.0,9.3,E10+
Charlie and the Chocolate Factory,PS2,Adventure,35.0,4.1,E
TrackMania Turbo,PS4,Action,81.0,7.9,E
Tiger Woods PGA Tour 12: The Masters,Wii,Sports,85.0,6.7,E
Def Jam Icon,X360,Action,69.0,6.3,M
Dynasty Warriors 5 Empires,PS2,Action,62.0,9.1,T
Call of Duty: Ghosts,WiiU,Shooter,69.0,3.4,M
Transformers: Dark of the Moon,PS3,Action,57.0,5.6,T
SoulCalibur,DC,Fighting,98.0,8.8,T
WipEout 3,PS,Racing,89.0,8.5,E
WWE '12,Wii,Fighting,74.0,5.2,T
WWE All Stars,X360,Fighting,75.0,7.2,T
Mini Ninjas,PS3,Action,73.0,8.7,E10+
Tekken Tag Tournament 2,X360,Fighting,83.0,7.5,T
Driver 2 Advance,GBA,Action,73.0,6.6,T
Monster Rancher 4,PS2,Simulation,77.0,9.1,E
Mini Ninjas,DS,Action,61.0,5.8,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,Adventure,65.0,8.6,E10+
Battalion Wars 2,Wii,Strategy,75.0,7.6,T
MotorStorm: Arctic Edge,PS2,Racing,72.0,8.3,T
Hitman: Contracts,XB,Shooter,78.0,8.8,M
Supreme Commander 2,X360,Strategy,75.0,7.1,E10+
Thunderstrike: Operation Phoenix,PS2,Simulation,65.0,8.1,T
Racquet Sports,PS3,Sports,45.0,4.3,E
Company of Heroes 2,PC,Strategy,80.0,2.1,M
Trauma Center: Second Opinion,Wii,Simulation,80.0,8,T
WWE Day of Reckoning 2,GC,Fighting,76.0,6,T
The Urbz: Sims in the City,XB,Simulation,70.0,6.5,T
Rayman Legends,XOne,Platform,91.0,7.9,E10+
SpongeBob SquarePants: The Yellow Avenger,DS,Action,67.0,7.6,E
Monopoly,PS3,Misc,54.0,6.7,E
SimCity Creator,DS,Simulation,69.0,7.3,E
Tenchu Z,X360,Action,56.0,7.3,M
Conan,PS3,Action,69.0,7.2,M
Leisure Suit Larry: Magna Cum Laude,PS2,Adventure,60.0,6.3,M
MVP 06 NCAA Baseball,XB,Sports,75.0,8.6,E
Naruto Shippuden: Ultimate Ninja Impact,PSP,Fighting,59.0,7.2,T
F.E.A.R.,X360,Shooter,85.0,7.3,M
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Strategy,77.0,7.9,T
Herbie: Fully Loaded,GBA,Racing,47.0,6.8,E
Teenage Mutant Ninja Turtles,GC,Action,57.0,8,E
Kameo: Elements of Power,X360,Action,79.0,8.1,T
Dynasty Warriors 6 Empires,PS3,Action,62.0,7,T
The Shoot,PS3,Shooter,60.0,6.2,T
Puzzle Quest: Challenge of the Warlords,DS,Puzzle,82.0,8.7,E10+
Dynasty Warriors: Gundam 2,PS2,Action,52.0,6.5,T
Star Ocean: Second Evolution,PSP,Role-Playing,75.0,7.1,T
MXRider,PS2,Racing,69.0,6.8,E
Delta Force: Black Hawk Down,XB,Shooter,61.0,6.6,T
Pirates of the Caribbean: At World's End,X360,Action,58.0,5.3,T
The Eye of Judgment,PS3,Misc,75.0,8.2,T
Tom Clancy's Ghost Recon Advanced Warfighter,XB,Shooter,66.0,6,T
NHL 09,PS3,Sports,88.0,7.7,E10+
World of Final Fantasy,PS4,Role-Playing,77.0,8.3,E10+
Banjo-Kazooie: Grunty's Revenge,GBA,Platform,72.0,8.1,E
NHL 17,PS4,Sports,78.0,5.8,E10+
Mega Man ZX Advent,DS,Platform,78.0,8.6,E10+
NCAA Basketball 10,PS3,Sports,75.0,7.8,E
Jeanne d'Arc,PSP,Role-Playing,87.0,8.2,T
Harry Potter and the Deathly Hallows - Part 2,X360,Action,44.0,5.4,T
Avatar: The Last Airbender,DS,Adventure,64.0,6.4,E
Ape Escape Academy,PSP,Misc,51.0,5.8,E10+
WWE Wrestlemania XIX,GC,Fighting,76.0,8.7,T
The Sims 2,GC,Simulation,73.0,8.3,T
Hulk,XB,Action,69.0,7.7,T
Untold Legends: The Warriors Code,PSP,Role-Playing,65.0,8.3,T
Klonoa 2: Lunatea's Veil,PS2,Platform,91.0,9.1,E
Deus Ex: Invisible War,XB,Shooter,84.0,7.6,M
The King of Fighters XIII,X360,Fighting,79.0,8.2,T
Tak 2: The Staff of Dreams,GC,Platform,75.0,8.6,E
Fracture,X360,Shooter,63.0,6.2,T
Ninja Blade,X360,Action,68.0,6.8,M
LEGO Batman 2: DC Super Heroes,PSV,Action,62.0,6.7,E10+
Bee Movie Game,Wii,Action,62.0,7.6,E
Kelly Slater's Pro Surfer,PS2,Sports,77.0,8.4,E
Sniper: Ghost Warrior 2,PS3,Shooter,52.0,6,M
Legends of Wrestling II,PS2,Fighting,59.0,6.7,T
Virtua Tennis 2009,X360,Sports,70.0,6.2,E
Street Fighter Alpha 3 MAX,PSP,Fighting,80.0,8,T
MLB 09: The Show,PS2,Sports,79.0,7.5,E
Classic NES Series: Castlevania,GBA,Platform,74.0,8.6,E
Fight Night Round 3,XB,Fighting,83.0,9,T
Way of the Samurai 2,PS2,Action,59.0,9,M
Planet Puzzle League,DS,Puzzle,86.0,8.2,E
Naruto: Rise of a Ninja,X360,Action,78.0,8.6,T
Cabela's Dangerous Hunts 2011,PS3,Sports,60.0,5.4,T
Disgaea 2: Cursed Memories,PS2,Role-Playing,84.0,6.4,T
Clock Tower 3,PS2,Adventure,69.0,7.6,M
Etrian Odyssey,DS,Role-Playing,75.0,8.5,T
Call Of Duty 2: Big Red One,GC,Shooter,76.0,7.9,T
Dragon Ball Z: Extreme Butoden,3DS,Fighting,61.0,6.6,T
Disgaea: Hour of Darkness,PS2,Role-Playing,84.0,8.9,T
NeoGeo Battle Coliseum,PS2,Fighting,66.0,8.8,T
Resonance of Fate,X360,Role-Playing,74.0,7.7,T
Harry Potter and the Deathly Hallows - Part 2,Wii,Action,47.0,6.6,T
SpongeBob SquarePants: Creature from the Krusty Krab,GC,Platform,74.0,7.7,E
MLB 08: The Show,PSP,Sports,83.0,8.4,E
Spy Kids 3-D: Game Over,GBA,Platform,62.0,7.7,E
Power Rangers: Ninja Storm,GBA,Misc,55.0,7.8,E
Medal of Honor: Warfighter,PC,Action,55.0,5.4,M
MVP Baseball 2005,GC,Sports,88.0,8.7,E
SSX Blur,Wii,Sports,74.0,8.1,E
Danganronpa: Trigger Happy Havoc,PSV,Misc,80.0,8.1,M
Harry Potter and the Half-Blood Prince,PS3,Action,66.0,7.1,E10+
Teen Titans,GC,Action,63.0,6.9,E10+
MX vs. ATV Untamed,Wii,Racing,70.0,8.3,E
Binary Domain,PS3,Action,72.0,8.2,M
DECA Sports Freedom,X360,Sports,26.0,3.7,E10+
Major League Baseball 2K6,XB,Sports,71.0,5.7,E
Golden Axe: Beast Rider,X360,Action,45.0,5.8,M
EA Playground,DS,Sports,60.0,7.6,E
The Witcher: Enhanced Edition,PC,Role-Playing,86.0,8.5,M
Mystery Case Files: The Malgrave Incident,Wii,Adventure,65.0,8.2,E
Iron Man 2,Wii,Action,41.0,4.6,T
SWAT: Global Strike Team,PS2,Shooter,69.0,7.8,M
Battlestations: Pacific,X360,Strategy,76.0,7.4,T
Elebits,Wii,Action,75.0,7.4,E
Def Jam Rapstar,PS3,Misc,75.0,6.3,T
Hatsune Miku: Project Mirai DX,3DS,Misc,80.0,8.5,E10+
Just Dance 2016,XOne,Misc,66.0,6.1,E10+
Golden Axe: Beast Rider,PS3,Action,44.0,5.6,M
Dead Space 2,PC,Shooter,87.0,8.3,M
Kinetica,PS2,Racing,77.0,8.3,T
The Black Eyed Peas Experience,X360,Misc,66.0,5.8,T
NBA Street V3,XB,Sports,89.0,8.9,E
Marvel: Ultimate Alliance 2,Wii,Role-Playing,50.0,5.2,T
Remember Me,PS3,Action,72.0,7.4,M
Silent Hill: Downpour,X360,Action,68.0,7.3,M
Dead Rising 2: Off the Record,PS3,Action,72.0,7.1,M
Dragon Ball: XenoVerse,XOne,Fighting,67.0,7.2,T
Eternal Sonata,X360,Role-Playing,79.0,7.9,T
Harvest Moon: Back to Nature,PS,Simulation,82.0,9.3,E
Dead or Alive 5,X360,Fighting,76.0,7.9,M
Overlord II,X360,Action,75.0,7.2,T
Dance Dance Revolution Universe,X360,Simulation,74.0,8.8,E10+
Batman: Arkham Asylum,PC,Action,91.0,8.7,T
"Warhammer 40,000: Squad Command",PSP,Strategy,67.0,7.6,T
Darkwatch,PS2,Shooter,74.0,8.4,M
Tony Hawk's American Wasteland,X360,Sports,75.0,7.2,T
Beautiful Katamari,X360,Puzzle,73.0,7,E
Prince of Persia: The Sands of Time,GC,Action,92.0,8.4,T
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,43.0,5.7,T
Sky Odyssey,PS2,Simulation,79.0,8.4,E
World of Warcraft: Legion,PC,Role-Playing,88.0,7.5,T
Hatsune Miku: Project Diva F 2nd,PSV,Misc,81.0,8.4,T
Bleach: Shattered Blade,Wii,Fighting,58.0,7.5,T
FIFA Street 3,PS3,Sports,63.0,6.9,E
FIFA 2001 Major League Soccer,PS,Sports,85.0,7.8,E
Operation Flashpoint: Red River,PS3,Shooter,67.0,6.3,M
DiRT 2,PSP,Racing,55.0,5.7,E10+
Frogger's Adventures: The Rescue,PS2,Platform,59.0,8.5,E
Silent Hill HD Collection,PS3,Action,70.0,4.8,M
Karaoke Revolution Volume 3,PS2,Misc,82.0,7.8,E
Army of Two: The 40th Day,PSP,Shooter,49.0,6,M
Persona 4: Dancing All Night,PSV,Misc,76.0,8.6,T
Ultimate Fighting Championship: Throwdown,PS2,Fighting,68.0,8,T
Disney's Extreme Skate Adventure,PS2,Sports,78.0,8.3,E
Prey,X360,Shooter,79.0,7.3,M
Shaun White Snowboarding,PSP,Sports,70.0,7.5,E10+
Folklore,PS3,Role-Playing,75.0,8.2,T
Murdered: Soul Suspect,PS4,Action,59.0,6.9,M
The Darkness II,PS3,Shooter,79.0,7.6,M
NBA 2K3,XB,Sports,87.0,7.9,E
NFL Fever 2004,XB,Sports,74.0,8.8,E
FIFA Street 3,X360,Sports,63.0,6.9,E
Test Drive Unlimited,X360,Racing,82.0,8,E10+
Marvel Nemesis: Rise of the Imperfects,PSP,Fighting,58.0,8.7,T
Kingdom Under Fire: The Crusaders,XB,Strategy,81.0,7.9,M
Clive Barker's Jericho,X360,Shooter,63.0,7.4,M
Romance of the Three Kingdoms VII,PS2,Strategy,72.0,8.7,E
Fable III,PC,Role-Playing,75.0,5.4,M
"Monsters, Inc.",PS2,Adventure,52.0,7.2,E
DJ Hero,PS2,Misc,87.0,6.4,T
Lord of Arcana,PSP,Role-Playing,53.0,5.5,M
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,63.0,6.6,E10+
Tekken 6,PSP,Fighting,82.0,8.2,T
Dynasty Warriors 4 Empires,PS2,Action,71.0,8.8,T
Shenmue II,XB,Adventure,80.0,9.3,T
Crash of the Titans,X360,Action,65.0,6.3,E10+
Rugby World Cup 2011,PS3,Sports,50.0,5.6,E
F1 Race Stars,PS3,Racing,61.0,5.6,E
Overlord II,PS3,Action,72.0,7.6,T
BlazBlue: Continuum Shift,X360,Fighting,85.0,8.7,T
MLB 07: The Show,PS3,Sports,77.0,7.5,E
Crash Nitro Kart,XB,Racing,70.0,8.9,E
Etrian Odyssey III: The Drowned City,DS,Role-Playing,77.0,8,E10+
Batman: Arkham Origins,PC,Action,74.0,7.5,T
Harry Potter and the Half-Blood Prince,X360,Action,64.0,6.8,E10+
Fishing Master,Wii,Misc,58.0,8.1,E
Madden NFL 2004,GBA,Sports,70.0,6.6,E
NBA Inside Drive 2003,XB,Sports,72.0,7.8,E
FIFA Street,PS2,Sports,59.0,7.9,E
Monster Lab,Wii,Role-Playing,73.0,8.4,E10+
Fate/Extra,PSP,Role-Playing,58.0,8.1,T
Drakengard 3,PS3,Role-Playing,61.0,7.7,M
Catherine,X360,Adventure,82.0,7.9,M
The Matrix: Path of Neo,XB,Action,73.0,7.3,T
Bust-A-Move Universe,3DS,Puzzle,49.0,4.8,E
Mortal Kombat: Shaolin Monks,XB,Action,78.0,6.6,M
Batman: Arkham Origins,WiiU,Action,68.0,7.4,T
Shin Megami Tensei: Devil Survivor 2,DS,Role-Playing,79.0,8.8,T
Sonic Boom: Rise of Lyric,WiiU,Action,32.0,3.6,E10+
The Settlers 7: Paths to a Kingdom,PC,Strategy,79.0,5.2,E10+
WipEout Pulse,PSP,Racing,82.0,8.6,E10+
The Legend of Spyro: Dawn of the Dragon,X360,Platform,62.0,7.2,E10+
Fuel,X360,Racing,66.0,7,E
Tropico 5,PS4,Simulation,76.0,7.1,T
KISS Pinball,PS,Action,26.0,3.8,T
Brothers In Arms: Earned in Blood,XB,Shooter,85.0,8.6,M
LEGO Legends of Chima: Laval's Journey,3DS,Adventure,65.0,3.6,E10+
Skylanders: SuperChargers,PS4,Action,81.0,3.3,E10+
Dark Void,X360,Action,59.0,6,T
Manhunt 2,PSP,Action,69.0,8.1,M
Mega Man Maverick Hunter X,PSP,Platform,79.0,8.3,E10+
Clash of the Titans,PS3,Action,41.0,1.7,T
Mega Man Battle Network 2,GBA,Action,81.0,9,E
Major League Baseball 2K8,PS3,Sports,67.0,5.6,E
Pandora's Tower,Wii,Role-Playing,73.0,8,T
SimAnimals,Wii,Simulation,58.0,2.1,E
Tiger Woods PGA Tour 06,X360,Sports,71.0,7.4,E
Jonah Lomu Rugby Challenge,X360,Sports,73.0,6,E
Midway Arcade Treasures 2,XB,Misc,74.0,7.4,M
NASCAR Thunder 2003,GC,Racing,85.0,6.6,E
Mega Man Zero Collection,DS,Platform,78.0,8.9,E
Pro Evolution Soccer 2013,X360,Sports,82.0,6.9,E
Star Wars Racer Revenge,PS2,Racing,73.0,8.5,E
NCAA Final Four 2002,PS2,Sports,52.0,6.5,E
Blade II,PS2,Action,49.0,6.1,M
TRON: Evolution,X360,Action,58.0,6,T
Bruce Lee: Quest of the Dragon,XB,Fighting,32.0,2.4,T
Disney's The Emperor's New Groove,PS,Platform,66.0,7.2,E
Dragon Ball Z: Battle of Z,PS3,Fighting,54.0,5.3,T
Disney's Stitch: Experiment 626,PS2,Action,59.0,7.8,E
Orphen: Scion of Sorcery,PS2,Role-Playing,54.0,5.8,T
NBA Live 08,PSP,Sports,73.0,6.2,E
Star Wars Episode III: Revenge of the Sith,DS,Action,73.0,7.8,E10+
Ultimate Spider-Man,GBA,Action,62.0,7.3,E10+
Midtown Madness 3,XB,Racing,76.0,8.3,E
Shrek Swamp Kart Speedway,GBA,Racing,27.0,8.9,E
Contra 4,DS,Shooter,83.0,8.4,T
Spyro: Attack of the Rhynocs,GBA,Platform,72.0,7.5,E
Monsters vs. Aliens,PS3,Action,66.0,4.5,E10+
NASCAR 2011: The Game,X360,Racing,62.0,4.1,E
BlazBlue: Chrono Phantasma,PS3,Fighting,83.0,8.3,T
Kingdoms of Amalur: Reckoning,PC,Role-Playing,81.0,6.6,M
Mario Party: Star Rush,3DS,Misc,68.0,6.8,E
Burnout,GC,Racing,78.0,7.9,E
Chaos Legion,PS2,Action,65.0,8.2,T
Charlie and the Chocolate Factory,GBA,Adventure,36.0,3.8,E
Neopets: The Darkest Faerie,PS2,Adventure,61.0,8.5,E10+
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,Fighting,81.0,8.5,T
Batman: Arkham VR,PS4,Action,75.0,7.3,M
24: The Game,PS2,Adventure,62.0,8.2,M
The King of Fighters XIII,PS3,Fighting,77.0,8.2,T
Tom Clancy's Splinter Cell 3D,3DS,Action,53.0,5.5,T
Magna Carta 2,X360,Role-Playing,69.0,7,T
Romance of the Three Kingdoms VIII,PS2,Strategy,77.0,8.9,E
F1 2013,X360,Racing,79.0,6.6,E
Crazy Taxi: Catch a Ride,GBA,Racing,48.0,5.9,E
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,63.0,5.8,T
PowerUp Heroes,X360,Fighting,61.0,7.5,E10+
Rayman 2: Revolution,PS2,Platform,90.0,8.2,E
Madden NFL 13,PSV,Sports,63.0,7.3,E
Army Men: Air Attack 2,PS,Action,74.0,5.3,T
Stranglehold,PS3,Shooter,77.0,7.9,M
Pride FC: Fighting Championships,PS2,Fighting,73.0,8.6,M
Eternal Ring,PS2,Role-Playing,62.0,5.3,T
Resident Evil Archives: Resident Evil,Wii,Action,76.0,8.9,M
Dynasty Warriors 6,X360,Action,60.0,7.4,T
Silent Hill: Shattered Memories,PSP,Action,73.0,7.5,M
Dance Dance Revolution Universe 3,X360,Simulation,65.0,7.7,E
Showdown: Legends of Wrestling,PS2,Fighting,55.0,6.1,T
Sword Art Online: Hollow Fragment,PSV,Role-Playing,67.0,7.6,T
Full Spectrum Warrior,PS2,Strategy,74.0,8,M
The Sims 2: Pets,PS2,Simulation,68.0,8,T
Fist of the North Star: Ken's Rage 2,PS3,Fighting,49.0,7,M
MLB SlugFest Loaded,PS2,Sports,77.0,9.5,T
Teenage Mutant Ninja Turtles,XB,Action,56.0,8.4,E
Capcom Classics Collection Remixed,PSP,Misc,72.0,7,T
1701 A.D.,PC,Simulation,79.0,8.3,E10+
Lego Star Wars: The Force Awakens,XOne,Action,76.0,7,E10+
Little Deviants,PSV,Platform,57.0,5.5,E10+
Spider-Man 3,PSP,Platform,52.0,7.4,T
Radiant Historia,DS,Role-Playing,85.0,9,E10+
Sorcery,PS3,Action,70.0,7.3,E10+
Harry Potter and the Order of the Phoenix,X360,Action,68.0,6.8,E10+
Grandia II,PS2,Role-Playing,71.0,8.6,T
Shaun White Snowboarding: World Stage,Wii,Sports,72.0,8.7,E
Spider-Man: Friend or Foe,X360,Action,60.0,6.3,E10+
Guitar Hero: Van Halen,X360,Misc,57.0,5.8,T
Batman: The Brave and the Bold the Videogame,DS,Action,74.0,8,E10+
The Sims 2,PC,Simulation,90.0,8.8,T
Need for Speed Underground,GBA,Racing,77.0,8.2,E
Def Jam Rapstar,X360,Misc,74.0,5.4,T
Outlaw Golf,XB,Sports,72.0,6.9,T
MySims SkyHeroes,Wii,Action,67.0,5.2,E10+
Mini Ninjas,X360,Action,73.0,8.4,E10+
NBA Street V3,GC,Sports,88.0,8.4,E
WinBack: Covert Operations,PS2,Shooter,66.0,7.7,T
Syphon Filter: Dark Mirror,PSP,Shooter,87.0,9,M
Glory of Heracles,DS,Role-Playing,69.0,7.3,E10+
Up,X360,Action,61.0,6.8,E10+
Modnation Racers: Road Trip,PSV,Racing,62.0,6.4,E
NBA Live 06,X360,Sports,64.0,5.6,E
ExerBeat,Wii,Sports,60.0,7.6,E
Need for Speed: Most Wanted,PC,Racing,82.0,8.5,T
Front Mission Evolved,PS3,Shooter,58.0,6,T
Ultimate Marvel vs. Capcom 3,PSV,Fighting,80.0,7.7,T
Little King's Story,Wii,Strategy,87.0,8.8,T
Dynasty Warriors: Strikeforce,PS3,Action,64.0,7.3,T
NieR,X360,Role-Playing,67.0,8.3,M
Zoo Tycoon 2 DS,DS,Strategy,60.0,5.4,E
Area 51,XB,Shooter,72.0,8.1,M
Deadpool,PS4,Action,60.0,5.7,M
UEFA Euro 2016,PS4,Sports,72.0,6.6,E
Wanted: Weapons of Fate,PS3,Shooter,61.0,7.1,M
Mega Man X8,PS2,Platform,68.0,8.5,E
The Chronicles of Riddick: Assault on Dark Athena,X360,Shooter,82.0,8.2,M
Ford Mustang: The Legend Lives,PS2,Racing,58.0,7.3,E
FlatOut: Head On,PSP,Racing,74.0,8.2,T
Duel Masters: Sempai Legends,GBA,Misc,69.0,8,E
Harvest Moon: Magical Melody,Wii,Simulation,69.0,8.8,E
Heroes of the Pacific,PS2,Simulation,76.0,8.4,T
Prince of Persia: Rival Swords,Wii,Action,70.0,7.7,T
The Lord of the Rings: The Third Age,GC,Role-Playing,74.0,7.8,T
Trace Memory,DS,Adventure,70.0,8.1,T
X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,84.0,8.2,T
Borderlands: The Pre-Sequel,PC,Shooter,75.0,6.2,M
Madden NFL 08,XB,Sports,76.0,6,E
Trauma Center: New Blood,Wii,Simulation,77.0,8,T
Starhawk,PS3,Action,77.0,7.8,T
Pirates of the Caribbean,XB,Role-Playing,65.0,7.4,T
FIFA Soccer 13,3DS,Action,68.0,3.7,E
Ace Combat: Joint Assault,PSP,Simulation,71.0,7.2,T
The BIGS 2,Wii,Sports,68.0,8.5,E10+
Turning Point: Fall of Liberty,X360,Shooter,43.0,6.8,T
Sonic Boom: Shattered Crystal,3DS,Action,47.0,6.3,E
Shrek Super Party,PS2,Misc,30.0,5.1,E
MLB Power Pros,Wii,Sports,83.0,8.4,E
"Sakura Wars: So Long, My Love",PS2,Role-Playing,81.0,7.3,T
Dynasty Tactics,PS2,Strategy,79.0,8.1,T
Call of Juarez: The Cartel,PS3,Shooter,45.0,5.5,M
Angry Birds Star Wars,PS3,Strategy,49.0,3.6,E
Metal Gear Solid V: Ground Zeroes,XOne,Action,76.0,5.4,M
SimCity 4,PC,Simulation,84.0,8.7,E
Puzzle Quest: Challenge of the Warlords,Wii,Puzzle,71.0,6.2,E10+
Disgaea 5: Alliance of Vengeance,PS4,Role-Playing,80.0,8.1,T
Sengoku Basara: Samurai Heroes,Wii,Action,65.0,8.8,T
Rayman 3: Hoodlum Havoc,PS2,Platform,76.0,8.6,E
Warriors Orochi 2,PSP,Action,56.0,7.5,T
Feel the Magic XY/XX,DS,Puzzle,75.0,8.1,T
Psi-Ops: The Mindgate Conspiracy,PS2,Shooter,84.0,8.9,M
Dead Rising: Chop Till You Drop,Wii,Action,61.0,6.5,M
Spyro: A Hero's Tail,GC,Platform,62.0,8.3,E
NASCAR 08,X360,Racing,59.0,5.2,E
World of Tanks,PC,Shooter,80.0,3.7,T
Links 2004,XB,Sports,80.0,9,E
Majin and the Forsaken Kingdom,PS3,Adventure,72.0,7.9,T
Assassin's Creed IV: Black Flag,WiiU,Action,86.0,7.7,M
Earthworm Jim,GBA,Platform,72.0,5.7,E
Tales of Phantasia,GBA,Role-Playing,76.0,8.1,E10+
Monster 4x4: Masters of Metal,PS2,Racing,48.0,8.3,E
Dragon Ball GT: Transformation,GBA,Action,69.0,8.2,E10+
FIFA 15,PC,Sports,82.0,4.2,E
The Warriors,XB,Action,85.0,8.2,M
Shadow Hearts,PS2,Role-Playing,73.0,8.8,M
Dragon Ball Z: Budokai Tenkaichi 2,Wii,Fighting,72.0,8.5,T
Street Hoops,XB,Sports,58.0,8,T
R: Racing Evolution,PS2,Racing,66.0,6.2,T
The Golden Compass,PS3,Action,40.0,4.8,E10+
ATV Quad Power Racing 2,GC,Racing,70.0,9,E
Hatsune Miku: Project Diva f,PS3,Misc,73.0,8.4,T
Marvel Nemesis: Rise of the Imperfects,XB,Fighting,58.0,7.5,T
Final Fantasy VI Advance,GBA,Role-Playing,92.0,8.4,E10+
LEGO The Lord of the Rings,PSV,Action,54.0,5.6,E10+
Viewtiful Joe,PS2,Action,90.0,8.5,T
DeathSmiles,X360,Shooter,76.0,8.4,T
Fable: The Journey,X360,Role-Playing,61.0,4.8,T
Bladestorm: The Hundred Years' War,PS3,Action,58.0,7.9,T
SAW,X360,Action,59.0,7.4,M
Chromehounds,X360,Simulation,71.0,7,T
Harry Potter and the Sorcerer's Stone,PS2,Action,56.0,7.6,E
Kung Fu Chaos,XB,Fighting,68.0,8.5,T
Shrek the Third,Wii,Action,57.0,6.7,E10+
Jackass the Game,PS2,Action,58.0,6.6,M
Pirates of the Caribbean: Dead Man's Chest,PSP,Adventure,52.0,8,T
Operation Flashpoint: Red River,X360,Shooter,69.0,6.1,M
Transformers: Dark of the Moon,X360,Action,59.0,6.7,T
Surf's Up,DS,Sports,56.0,7,E
Assassin's Creed II: Discovery,DS,Action,69.0,7.3,T
Syphon Filter: Dark Mirror,PS2,Shooter,70.0,7.8,T
Mission: Impossible - Operation Surma,PS2,Platform,64.0,7.8,T
MLB 07: The Show,PSP,Sports,82.0,7.2,E
Driver: Parallel Lines,PS2,Racing,69.0,6.9,M
Mega Man ZX,DS,Platform,76.0,8.3,E
Backyard Wrestling 2: There Goes the Neighborhood,PS2,Fighting,46.0,4.7,M
Guitar Hero: Van Halen,Wii,Misc,50.0,5.2,T
Dead or Alive,PS,Fighting,84.0,8.6,T
Dead to Rights: Retribution,PS3,Shooter,60.0,5.9,M
Wild ARMs 5,PS2,Role-Playing,71.0,7.5,T
NFL Blitz 20-02,PS2,Sports,76.0,8.9,E
El Shaddai: Ascension of the Metatron,PS3,Action,78.0,7.5,T
Tony Hawk: Shred,PS3,Sports,56.0,6.7,E
NCAA March Madness 2005,XB,Sports,80.0,7.8,E
Kenka Bancho: Badass Rumble,PSP,Action,70.0,7.5,T
Silent Hill 2: Restless Dreams,XB,Action,84.0,8.3,M
NES Remix,WiiU,Action,71.0,7.1,E
Bass Strike,PS2,Sports,57.0,5.8,E
NHL Hitz 20-03,PS2,Sports,82.0,8.4,E
Bionic Commando,X360,Platform,70.0,7.3,M
Monopoly Streets,X360,Misc,66.0,6.6,E
Trivial Pursuit,PS3,Misc,66.0,7.1,E
Medieval Moves: Deadmund's Quest,PS3,Action,61.0,6.5,E10+
Mister Mosquito,PS2,Shooter,65.0,4.9,T
Rugby World Cup 2011,X360,Sports,55.0,3.9,E
Virtua Fighter 5 Online,X360,Fighting,89.0,7.6,T
Indiana Jones and the Staff of Kings,PS2,Action,55.0,7.5,T
Angry Birds Star Wars,X360,Strategy,59.0,5.6,E
Dave Mirra Freestyle BMX 2,GC,Sports,78.0,7.7,T
One Piece: Unlimited World Red,PS3,Action,71.0,7.3,T
True Crime: New York City,XB,Action,60.0,7.8,M
Summer Heat Beach Volleyball,PS2,Sports,65.0,7.7,T
Avatar: The Last Airbender,Wii,Adventure,56.0,5.8,E10+
Castlevania: Aria of Sorrow,GBA,Platform,91.0,9.1,T
Myst III: Exile,PS2,Adventure,57.0,7,E
Shin Megami Tensei: Strange Journey,DS,Role-Playing,80.0,8.7,M
Army of Two: The Devil's Cartel,PS3,Shooter,58.0,6.7,M
Patapon 3,PSP,Misc,74.0,7.2,E
Ice Age: Dawn of the Dinosaurs,Wii,Action,75.0,8.3,E10+
Tao Feng: Fist of the Lotus,XB,Fighting,65.0,6.5,M
Guitar Hero: Van Halen,PS3,Misc,59.0,4.7,T
Dragon Ball Z: Budokai 2,GC,Fighting,66.0,5.8,T
Over the Hedge,DS,Platform,71.0,6.4,E
Siren: Blood Curse,PS3,Action,78.0,8.1,M
NHL Hitz 20-02,XB,Sports,79.0,8.7,E
GRID 2,X360,Racing,78.0,5.8,E
Evil Dead: Hail to the King,PS,Adventure,51.0,6,M
Need for Speed: The Run,Wii,Action,64.0,3.6,E10+
Dave Mirra Freestyle BMX: Maximum Remix,PS,Sports,67.0,8.1,E
The Evil Within,PC,Action,68.0,5.9,M
Rock Revolution,X360,Misc,38.0,5.1,T
Dead Rising 2: Off the Record,X360,Action,72.0,7.5,M
WWII Aces,Wii,Simulation,41.0,5.4,T
Athens 2004,PS2,Sports,61.0,7.2,E
Pro Race Driver,PS2,Racing,81.0,8.5,T
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,80.0,9,T
Iron Man 2,X360,Action,41.0,5.9,T
Rocky: Legends,PS2,Action,65.0,8.6,T
The Warriors,PSP,Action,81.0,7.8,M
RalliSport Challenge 2,XB,Racing,87.0,9.1,E
Pac-Pix,DS,Puzzle,71.0,7.1,E
